1,1,1
2,2,4
3,3,9
4,4,16
5,5,25
6,6,36
7,7,49
8,8,64
9,9,81
10,10,100
11,11,121
12,12,144
13,13,169
14,14,196
15,15,225
16,16,256
17,17,289
18,18,324
19,19,361
20,20,400
21,21,441
22,22,484
23,23,529
24,24,576
25,25,625
26,26,676
27,27,729
28,28,784
29,29,841
30,30,900
31,31,961
32,32,1024
33,33,1089
34,34,1156
35,35,1225
36,36,1296
37,37,1369
38,38,1444
39,39,1521
40,40,1600
41,41,1681
42,42,1764
43,43,1849
44,44,1936
45,45,2025
46,46,2116
47,47,2209
48,48,2304
49,49,2401
50,50,2500
51,51,2601
52,52,2704
53,53,2809
54,54,2916
55,55,3025
56,56,3136
57,57,3249
58,58,3364
59,59,3481
60,60,3600
61,61,3721
62,62,3844
63,63,3969
64,64,4096
65,65,4225
66,66,4356
67,67,4489
68,68,4624
69,69,4761
70,70,4900
71,71,5041
72,72,5184
73,73,5329
74,74,5476
75,75,5625
76,76,5776
77,77,5929
78,78,6084
79,79,6241
80,80,6400
81,81,6561
82,82,6724
83,83,6889
84,84,7056
85,85,7225
86,86,7396
87,87,7569
88,88,7744
89,89,7921
90,90,8100
91,91,8281
92,92,8464
93,93,8649
94,94,8836
95,95,9025
96,96,9216
97,97,9409
98,98,9604
99,99,9801
100,100,10000
101,101,10201
102,102,10404
103,103,10609
104,104,10816
105,105,11025
106,106,11236
107,107,11449
108,108,11664
109,109,11881
110,110,12100
111,111,12321
112,112,12544
113,113,12769
114,114,12996
115,115,13225
116,116,13456
117,117,13689
118,118,13924
119,119,14161
120,120,14400
121,121,14641
122,122,14884
123,123,15129
124,124,15376
125,125,15625
126,126,15876
127,127,16129
128,128,16384
129,129,16641
130,130,16900
131,131,17161
132,132,17424
133,133,17689
134,134,17956
135,135,18225
136,136,18496
137,137,18769
138,138,19044
139,139,19321
140,140,19600
141,141,19881
142,142,20164
143,143,20449
144,144,20736
145,145,21025
146,146,21316
147,147,21609
148,148,21904
149,149,22201
150,150,22500
151,151,22801
152,152,23104
153,153,23409
154,154,23716
155,155,24025
156,156,24336
157,157,24649
158,158,24964
159,159,25281
160,160,25600
161,161,25921
162,162,26244
163,163,26569
164,164,26896
165,165,27225
166,166,27556
167,167,27889
168,168,28224
169,169,28561
170,170,28900
171,171,29241
172,172,29584
173,173,29929
174,174,30276
175,175,30625
176,176,30976
177,177,31329
178,178,31684
179,179,32041
180,180,32400
181,181,32761
182,182,33124
183,183,33489
184,184,33856
185,185,34225
186,186,34596
187,187,34969
188,188,35344
189,189,35721
190,190,36100
191,191,36481
192,192,36864
193,193,37249
194,194,37636
195,195,38025
196,196,38416
197,197,38809
198,198,39204
199,199,39601
200,200,40000
201,201,40401
202,202,40804
203,203,41209
204,204,41616
205,205,42025
206,206,42436
207,207,42849
208,208,43264
209,209,43681
210,210,44100
211,211,44521
212,212,44944
213,213,45369
214,214,45796
215,215,46225
216,216,46656
217,217,47089
218,218,47524
219,219,47961
220,220,48400
221,221,48841
222,222,49284
223,223,49729
224,224,50176
225,225,50625
226,226,51076
227,227,51529
228,228,51984
229,229,52441
230,230,52900
231,231,53361
232,232,53824
233,233,54289
234,234,54756
235,235,55225
236,236,55696
237,237,56169
238,238,56644
239,239,57121
240,240,57600
241,241,58081
242,242,58564
243,243,59049
244,244,59536
245,245,60025
246,246,60516
247,247,61009
248,248,61504
249,249,62001
250,250,62500
251,251,63001
252,252,63504
253,253,64009
254,254,64516
255,255,65025
256,256,65536
257,257,66049
258,258,66564
259,259,67081
260,260,67600
261,261,68121
262,262,68644
263,263,69169
264,264,69696
265,265,70225
266,266,70756
267,267,71289
268,268,71824
269,269,72361
270,270,72900
271,271,73441
272,272,73984
273,273,74529
274,274,75076
275,275,75625
276,276,76176
277,277,76729
278,278,77284
279,279,77841
280,280,78400
281,281,78961
282,282,79524
283,283,80089
284,284,80656
285,285,81225
286,286,81796
287,287,82369
288,288,82944
289,289,83521
290,290,84100
291,291,84681
292,292,85264
293,293,85849
294,294,86436
295,295,87025
296,296,87616
297,297,88209
298,298,88804
299,299,89401
300,300,90000
301,301,90601
302,302,91204
303,303,91809
304,304,92416
305,305,93025
306,306,93636
307,307,94249
308,308,94864
309,309,95481
310,310,96100
311,311,96721
312,312,97344
313,313,97969
314,314,98596
315,315,99225
316,316,99856
317,317,1.0049e+05
318,318,1.0112e+05
319,319,1.0176e+05
320,320,1.024e+05
321,321,1.0304e+05
322,322,1.0368e+05
323,323,1.0433e+05
324,324,1.0498e+05
325,325,1.0562e+05
326,326,1.0628e+05
327,327,1.0693e+05
328,328,1.0758e+05
329,329,1.0824e+05
330,330,1.089e+05
331,331,1.0956e+05
332,332,1.1022e+05
333,333,1.1089e+05
334,334,1.1156e+05
335,335,1.1222e+05
336,336,1.129e+05
337,337,1.1357e+05
338,338,1.1424e+05
339,339,1.1492e+05
340,340,1.156e+05
341,341,1.1628e+05
342,342,1.1696e+05
343,343,1.1765e+05
344,344,1.1834e+05
345,345,1.1902e+05
346,346,1.1972e+05
347,347,1.2041e+05
348,348,1.211e+05
349,349,1.218e+05
350,350,1.225e+05
351,351,1.232e+05
352,352,1.239e+05
353,353,1.2461e+05
354,354,1.2532e+05
355,355,1.2602e+05
356,356,1.2674e+05
357,357,1.2745e+05
358,358,1.2816e+05
359,359,1.2888e+05
360,360,1.296e+05
361,361,1.3032e+05
362,362,1.3104e+05
363,363,1.3177e+05
364,364,1.325e+05
365,365,1.3322e+05
366,366,1.3396e+05
367,367,1.3469e+05
368,368,1.3542e+05
369,369,1.3616e+05
370,370,1.369e+05
371,371,1.3764e+05
372,372,1.3838e+05
373,373,1.3913e+05
374,374,1.3988e+05
375,375,1.4062e+05
376,376,1.4138e+05
377,377,1.4213e+05
378,378,1.4288e+05
379,379,1.4364e+05
380,380,1.444e+05
381,381,1.4516e+05
382,382,1.4592e+05
383,383,1.4669e+05
384,384,1.4746e+05
385,385,1.4822e+05
386,386,1.49e+05
387,387,1.4977e+05
388,388,1.5054e+05
389,389,1.5132e+05
390,390,1.521e+05
391,391,1.5288e+05
392,392,1.5366e+05
393,393,1.5445e+05
394,394,1.5524e+05
395,395,1.5602e+05
396,396,1.5682e+05
397,397,1.5761e+05
398,398,1.584e+05
399,399,1.592e+05
400,400,1.6e+05
401,401,1.608e+05
402,402,1.616e+05
403,403,1.6241e+05
404,404,1.6322e+05
405,405,1.6402e+05
406,406,1.6484e+05
407,407,1.6565e+05
408,408,1.6646e+05
409,409,1.6728e+05
410,410,1.681e+05
411,411,1.6892e+05
412,412,1.6974e+05
413,413,1.7057e+05
414,414,1.714e+05
415,415,1.7222e+05
416,416,1.7306e+05
417,417,1.7389e+05
418,418,1.7472e+05
419,419,1.7556e+05
420,420,1.764e+05
421,421,1.7724e+05
422,422,1.7808e+05
423,423,1.7893e+05
424,424,1.7978e+05
425,425,1.8062e+05
426,426,1.8148e+05
427,427,1.8233e+05
428,428,1.8318e+05
429,429,1.8404e+05
430,430,1.849e+05
431,431,1.8576e+05
432,432,1.8662e+05
433,433,1.8749e+05
434,434,1.8836e+05
435,435,1.8922e+05
436,436,1.901e+05
437,437,1.9097e+05
438,438,1.9184e+05
439,439,1.9272e+05
440,440,1.936e+05
441,441,1.9448e+05
442,442,1.9536e+05
